Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Lanes_or_Medians,Types_of_Junction,Road_surface_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_severity,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour
Friday,Adult,Male,Middle,Employee,Beginner,Public,Unknown,Unknown,Undivided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Serious Injury,6
Friday,Adult,Male,Middle,Employee,Unknown,Automobile,Unknown,Unknown,Undivided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Serious Injury,6
Thursday,Underage,Male,Middle,Employee,Beginner,Public,Moderate_Exp,Unknown,Divided_Two-way,No_junction,Not dry,Darkness,Animated_Objects,1,2,Forward,Pedestrian,3,No_pedestrian,Driving_carelessly,Serious Injury,17
Thursday,Underage,Male,Middle,Employee,Intermediate,Lorry,Unknown,Unknown,Undivided_Two-way,No_junction,Not dry,Darkness,Animated_Objects,1,2,Stop,Unknown,0,No_pedestrian,Changing_lane,Serious Injury,17
Friday,Young_Adult,Male,Middle,Employee,Advanced,Lorry,Unknown,Unknown,Other,Y,Not dry,Darkness,Inanimated_Objects,1,4,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,4
Friday,Young_Adult,Male,Elementary,Employee,Advanced,Lorry,Unknown,No defect,Divided_Two-way,Y,Not dry,Darkness,Vehicles,1,4,Unknown,Driver or rider,3,No_pedestrian,Other,Slight Injury,4
Saturday,Young_Adult,Male,Middle,Employee,Advanced,Other,Moderate_Exp,Unknown,Undivided_Two-way,Y,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,1,No_pedestrian,No_distance,Slight Injury,15
Friday,Underage,Male,Middle,Owner,Advanced,Automobile,Moderate_Exp,Unknown,Undivided_Two-way,Crossing,Not dry,Daylight,Vehicles,1,1,Stop,Driver or rider,3,No_pedestrian,Other,Slight Injury,8
Sunday,Young_Adult,Male,Elementary,Employee,Intermediate,Automobile,Unknown,No defect,Undivided_Two-way,Y,Dry,Darkness,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,0
Sunday,Adult,Male,Middle,Employee,Advanced,Lorry,Advanced_Exp,With defect,Divided_Two-way,Y,Dry,Darkness,Vehicles,2,2,Turn,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,0
Sunday,Adult,Male,Middle,Employee,Beginner,Other,Unknown,With defect,Other,Y,Dry,Darkness,Animated_Objects,2,2,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,0
Sunday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,Unknown,No_junction,Not dry,Darkness,Inanimated_Objects,2,1,Backward,Unknown,0,No_pedestrian,Other,Slight Injury,0
Sunday,Young_Adult,Male,Elementary,Employee,Intermediate,Lorry,Unknown,No defect,One-way,No_junction,Not dry,Darkness,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,0
Saturday,Unknown,Female,Elementary,Employee,Intermediate,Lorry,Unknown,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,15
Saturday,Adult,Male,Elementary,Employee,Advanced,Lorry,Advanced_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,2,Unknown,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,15
Saturday,Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,15
Saturday,Underage,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Y,Not dry,Darkness,Animated_Objects,2,1,Backward,Driver or rider,3,No_pedestrian,Other,Slight Injury,16
Saturday,Underage,Male,Middle,Employee,Expert,Automobile,Unknown,Unknown,Divided_Two-way,Y,Not dry,Darkness,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,16
Friday,Underage,Male,Middle,Employee,Expert,Public,Unknown,No defect,One-way,Y,Dry,Darkness,Vehicles,2,2,Backward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,1
Friday,Adult,Male,Middle,Owner,Expert,Public,Unknown,Unknown,Divided_Two-way,Y,Dry,Darkness,Vehicles,2,2,Forward,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,1
Monday,Older_Adult,Male,Middle,Employee,Unknown,Other,Unknown,Unknown,Undivided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,3,Forward,Driver or rider,2,No_pedestrian,Changing_lane,Slight Injury,19
Monday,Adult,Male,Middle,Employee,Advanced,Automobile,Valid_Recent_Exp,Unknown,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,3,Unknown,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,19
Monday,Adult,Male,Middle,Employee,Intermediate,Automobile,Valid_Recent_Exp,Unknown,Unknown,Crossing,Not dry,Darkness,Vehicles,2,3,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,19
Tuesday,Young_Adult,Male,Elementary,Employee,Advanced,Public,Unknown,Unknown,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,19
Tuesday,Young_Adult,Male,Middle,Employee,Intermediate,Public,Valid_Recent_Exp,Unknown,Divided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Pedestrian,3,Pedestrian,Other,Slight Injury,19
Saturday,Older_Adult,Male,Middle,Owner,Advanced,Automobile,Unknown,Unknown,Divided_Two-way,No_junction,Not dry,Darkness,Vehicles,2,1,Turn,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,17
Saturday,Young_Adult,Male,Middle,Employee,Expert,Other,Advanced_Exp,No defect,Divided_Two-way,No_junction,Not dry,Darkness,Animated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,17
Sunday,Adult,Male,Middle,Employee,Intermediate,Pick up,Unknown,No defect,Divided_Two-way,Y,Dry,Darkness,Inanimated_Objects,2,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,21
Monday,Older_Adult,Male,Middle,Owner,Expert,Automobile,Unknown,No defect,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,2,Backward,Driver or rider,2,No_pedestrian,Driving_carelessly,Slight Injury,14
Monday,Older_Adult,Male,Elementary,Employee,Beginner,Automobile,Unknown,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,2,Stop,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,14
Sunday,Adult,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Crossing,Not dry,Darkness,Vehicles,2,1,Stop,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,17
Sunday,Older_Adult,Male,Middle,Owner,Advanced,Other,Unknown,No defect,Undivided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,17
Saturday,Young_Adult,Male,Advanced,Employee,Advanced,Automobile,Unknown,No defect,Divided_Two-way,Crossing,Not dry,Darkness,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,21
Saturday,Young_Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,Unknown,Other,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Pedestrian,3,No_pedestrian,Other,Slight Injury,21
Tuesday,Young_Adult,Male,Middle,Employee,Expert,Automobile,Advanced_Exp,No defect,Other,Y,Not dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,7
Tuesday,Adult,Male,Middle,Employee,Beginner,Automobile,Advanced_Exp,No defect,Undivided_Two-way,Y,Not dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,7
Wednesday,Adult,Male,Middle,Employee,Intermediate,Lorry,Unknown,No defect,Divided_Two-way,No_junction,Not dry,Daylight,Vehicles,1,1,Forward,Driver or rider,2,No_pedestrian,Driving_carelessly,Slight Injury,10
Wednesday,Adult,Male,Middle,Employee,Beginner,Other,Unknown,No defect,One-way,No_junction,Not dry,Daylight,Vehicles,2,3,Forward,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,13
Wednesday,Adult,Male,Middle,Employee,Expert,Pick up,Moderate_Exp,Unknown,Divided_Two-way,No_junction,Not dry,Daylight,Vehicles,2,3,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,13
Wednesday,Adult,Male,Middle,Employee,Beginner,Automobile,Moderate_Exp,Unknown,Undivided_Two-way,No_junction,Not dry,Daylight,Animated_Objects,2,3,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,13
Thursday,Young_Adult,Male,Advanced,Employee,Advanced,Other,Advanced_Exp,Unknown,Undivided_Two-way,Y,Dry,Daylight,Animated_Objects,2,1,Backward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,11
Thursday,Young_Adult,Male,Middle,Employee,Advanced,Pick up,Advanced_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,11
Friday,Unknown,Female,Elementary,Owner,Beginner,Automobile,Moderate_Exp,Unknown,Divided_Two-way,Y,Not dry,Darkness,Animated_Objects,3,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,16
Friday,Adult,Male,Unknown,Unknown,Unknown,Lorry,Unknown,No defect,Undivided_Two-way,Y,Not dry,Darkness,Vehicles,3,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,16
Friday,Adult,Male,Middle,Unknown,Unknown,Unknown,Unknown,Unknown,Divided_Two-way,No_junction,Not dry,Darkness,Vehicles,1,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Serious Injury,1
Monday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Moderate_Exp,No defect,Divided_Two-way,No_junction,Not dry,Darkness,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Serious Injury,20
Monday,Young_Adult,Male,Middle,Owner,Intermediate,Automobile,Moderate_Exp,Unknown,Other,No_junction,Not dry,Darkness,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Serious Injury,20
Wednesday,Young_Adult,Male,Unknown,Employee,Unknown,Other,Unknown,No defect,Divided_Two-way,No_junction,Not dry,Darkness,Vehicles,2,3,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,17
Wednesday,Young_Adult,Male,Middle,Owner,Intermediate,Automobile,Unknown,No defect,One-way,No_junction,Not dry,Darkness,Vehicles,2,3,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,17
Wednesday,Older_Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,No defect,Undivided_Two-way,Y,Not dry,Darkness,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,17
Monday,Young_Adult,Male,Middle,Employee,Intermediate,Automobile,Unknown,No defect,Undivided_Two-way,Other,Not dry,Darkness,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Serious Injury,21
Monday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,One-way,Y,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,15
Monday,Unknown,Female,Middle,Employee,Advanced,Pick up,Unknown,No defect,Undivided_Two-way,Y,Not dry,Darkness,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,18
Wednesday,Older_Adult,Male,Middle,Employee,Intermediate,Lorry,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,8
Tuesday,Unknown,Female,Elementary,Employee,Advanced,Lorry,Unknown,No defect,Undivided_Two-way,Crossing,Not dry,Darkness,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,15
Friday,Young_Adult,Male,Middle,Employee,Intermediate,Lorry,Moderate_Exp,No defect,Divided_Two-way,Crossing,Not dry,Darkness,Inanimated_Objects,2,1,Backward,Pedestrian,3,Pedestrian,Changing_lane,Slight Injury,18
Wednesday,Young_Adult,Male,Middle,Employee,Intermediate,Lorry,Unknown,No defect,Divided_Two-way,Crossing,Not dry,Darkness,Animated_Objects,2,1,Forward,Pedestrian,2,Pedestrian,Driving_carelessly,Slight Injury,19
Wednesday,Young_Adult,Male,Middle,Employee,Intermediate,Lorry,Advanced_Exp,No defect,Undivided_Two-way,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,19
Friday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,Unknown,Undivided_Two-way,No_junction,Not dry,Daylight,Vehicles,2,1,Unknown,Pedestrian,3,Pedestrian,No_distance,Serious Injury,9
Wednesday,Young_Adult,Male,Middle,Owner,Intermediate,Automobile,Valid_Recent_Exp,With defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,14
Wednesday,Older_Adult,Male,Middle,Owner,Intermediate,Automobile,Advanced_Exp,No defect,Other,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,14
Friday,Adult,Male,Unknown,Employee,Unknown,Public,Moderate_Exp,No defect,Undivided_Two-way,Y,Not dry,Daylight,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,14
Friday,Adult,Male,Middle,Owner,Beginner,Automobile,Valid_Recent_Exp,No defect,Undivided_Two-way,Y,Not dry,Daylight,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,14
Tuesday,Unknown,Female,Middle,Unknown,Beginner,Public,Valid_Recent_Exp,No defect,Other,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,22
Tuesday,Older_Adult,Male,Middle,Employee,Beginner,Public,Valid_Recent_Exp,No defect,One-way,Crossing,Not dry,Darkness,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Other,Slight Injury,22
Thursday,Young_Adult,Male,Advanced,Employee,Beginner,Automobile,Moderate_Exp,No defect,Undivided_Two-way,Y,Not dry,Darkness,Animated_Objects,2,1,Unknown,Driver or rider,3,No_pedestrian,Other,Slight Injury,7
Thursday,Adult,Male,Middle,Employee,Expert,Lorry,Valid_Recent_Exp,No defect,Undivided_Two-way,Y,Not dry,Darkness,Animated_Objects,2,1,Backward,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,7
Thursday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Valid_Recent_Exp,No defect,Divided_Two-way,Y,Not dry,Darkness,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,7
Wednesday,Adult,Male,Advanced,Unknown,Intermediate,Other,Unknown,No defect,Divided_Two-way,Y,Not dry,Daylight,Vehicles,2,2,Turn,Unknown,0,No_pedestrian,No_distance,Slight Injury,8
Wednesday,Adult,Male,Middle,Employee,Expert,Pick up,Valid_Recent_Exp,No defect,Divided_Two-way,Y,Not dry,Daylight,Vehicles,2,2,Backward,Passenger,3,No_pedestrian,Other,Slight Injury,8
Tuesday,Older_Adult,Male,Elementary,Employee,Advanced,Lorry,Valid_Recent_Exp,No defect,Undivided_Two-way,Y,Not dry,Daylight,Vehicles,1,1,Backward,Driver or rider,3,No_pedestrian,Changing_lane,Serious Injury,16
Friday,Young_Adult,Male,Middle,Employee,Beginner,Other,Valid_Recent_Exp,No defect,Undivided_Two-way,Y,Not dry,Darkness,Vehicles,2,3,Backward,Driver or rider,3,No_pedestrian,Other,Serious Injury,22
Friday,Young_Adult,Male,Middle,Employee,Advanced,Pick up,Unknown,No defect,Other,Y,Not dry,Darkness,Vehicles,2,3,Backward,Unknown,0,No_pedestrian,No_distance,Serious Injury,22
Friday,Young_Adult,Male,Middle,Employee,Intermediate,Lorry,Unknown,No defect,Other,Y,Not dry,Darkness,Vehicles,2,3,Forward,Driver or rider,2,No_pedestrian,Other,Serious Injury,22
Friday,Young_Adult,Male,Middle,Employee,Beginner,Lorry,Advanced_Exp,No defect,Divided_Two-way,Y,Not dry,Darkness,Vehicles,2,3,Forward,Driver or rider,2,No_pedestrian,No_distance,Serious Injury,22
Saturday,Young_Adult,Male,Advanced,Employee,Expert,Automobile,Unknown,No defect,Undivided_Two-way,Y,Not dry,Darkness,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,3
Tuesday,Older_Adult,Male,Advanced,Employee,Intermediate,Automobile,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,6,1,Forward,Pedestrian,3,No_pedestrian,Changing_lane,Slight Injury,9
Tuesday,Unknown,Female,Elementary,Employee,Advanced,Other,Moderate_Exp,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,6,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,9
Tuesday,Unknown,Female,Elementary,Employee,Beginner,Other,Moderate_Exp,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,6,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,9
Tuesday,Unknown,Female,Middle,Employee,Unknown,Automobile,Moderate_Exp,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,6,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,9
Tuesday,Unknown,Female,Unknown,Unknown,Unknown,Automobile,Unknown,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,6,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,9
Tuesday,Unknown,Female,Elementary,Employee,Advanced,Other,Moderate_Exp,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,6,1,Forward,Pedestrian,2,Pedestrian,Driving_carelessly,Slight Injury,9
Thursday,Underage,Male,Middle,Employee,Intermediate,Automobile,Unknown,No defect,Undivided_Two-way,Y,Not dry,Daylight,Vehicles,2,2,Forward,Pedestrian,2,Pedestrian,Other,Slight Injury,7
Thursday,Young_Adult,Male,Middle,Employee,Advanced,Lorry,Unknown,No defect,Undivided_Two-way,Y,Not dry,Daylight,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,7
Tuesday,Young_Adult,Male,Middle,Employee,Beginner,Other,Moderate_Exp,No defect,Divided_Two-way,Other,Not dry,Darkness,Vehicles,2,1,Forward,Pedestrian,3,No_pedestrian,Driving_carelessly,Slight Injury,20
Tuesday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Advanced_Exp,No defect,Divided_Two-way,Y,Not dry,Darkness,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,17
Tuesday,Adult,Male,Elementary,Employee,Unknown,Automobile,Unknown,No defect,Undivided_Two-way,Y,Not dry,Darkness,Inanimated_Objects,2,2,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,17
Saturday,Unknown,Female,Middle,Employee,Advanced,Automobile,Advanced_Exp,No defect,Undivided_Two-way,Y,Not dry,Daylight,Vehicles,2,2,Forward,Pedestrian,3,Pedestrian,Driving_carelessly,Slight Injury,15
Saturday,Young_Adult,Male,Middle,Employee,Beginner,Lorry,Unknown,No defect,Divided_Two-way,Y,Not dry,Daylight,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,15
Saturday,Young_Adult,Male,Middle,Employee,Intermediate,Other,Unknown,Unknown,Divided_Two-way,Crossing,Not dry,Daylight,Vehicles,3,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,9
Saturday,Older_Adult,Male,Middle,Employee,Expert,Pick up,Advanced_Exp,Unknown,Other,Crossing,Not dry,Daylight,Vehicles,3,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,9
Saturday,Adult,Male,Middle,Owner,Advanced,Pick up,Advanced_Exp,Unknown,Divided_Two-way,Crossing,Not dry,Daylight,Inanimated_Objects,3,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,9
Monday,Young_Adult,Female,Middle,Employee,Beginner,Automobile,Valid_Recent_Exp,Unknown,Other,No_junction,Dry,Daylight,Vehicles,2,1,Turn,Driver or rider,3,No_pedestrian,Driving_carelessly,Serious Injury,11
Monday,Older_Adult,Female,Middle,Employee,Expert,Lorry,Unknown,No defect,Divided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,2,1,Backward,Unknown,0,No_pedestrian,Other,Serious Injury,11
Friday,Unknown,Female,Middle,Employee,Beginner,Automobile,Unknown,Unknown,One-way,No_junction,Dry,Daylight,Inanimated_Objects,2,1,Backward,Driver or rider,2,No_pedestrian,Other,Slight Injury,13
Friday,Young_Adult,Male,Middle,Employee,Intermediate,Public,Unknown,Unknown,One-way,No_junction,Dry,Daylight,Animated_Objects,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,13
Thursday,Young_Adult,Male,Middle,Employee,Expert,Lorry,Unknown,Unknown,One-way,Y,Not dry,Daylight,Vehicles,2,3,Backward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,15
Thursday,Young_Adult,Male,Middle,Employee,Intermediate,Public,Unknown,Unknown,Undivided_Two-way,Y,Not dry,Daylight,Inanimated_Objects,2,3,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,15
Thursday,Adult,Male,Unknown,Unknown,Unknown,Lorry,Unknown,Unknown,Divided_Two-way,Y,Not dry,Daylight,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,10
Thursday,Adult,Male,Elementary,Employee,Beginner,Lorry,Valid_Recent_Exp,Unknown,Undivided_Two-way,Y,Not dry,Daylight,Vehicles,2,2,Forward,Passenger,3,No_pedestrian,Other,Slight Injury,10
Thursday,Young_Adult,Male,Elementary,Employee,Advanced,Lorry,Unknown,Unknown,Unknown,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,2,No_pedestrian,Other,Slight Injury,15
Thursday,Young_Adult,Male,Elementary,Employee,Advanced,Pick up,Unknown,Unknown,One-way,No_junction,Dry,Daylight,Vehicles,2,1,Unknown,Driver or rider,2,No_pedestrian,Changing_lane,Slight Injury,15
Thursday,Young_Adult,Male,Middle,Employee,Beginner,Pick up,Unknown,Unknown,Divided_Two-way,Y,Not dry,Darkness,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,18
Monday,Young_Adult,Male,Middle,Employee,Advanced,Lorry,Unknown,Unknown,Unknown,No_junction,Not dry,Darkness,Inanimated_Objects,2,2,Unknown,Driver or rider,3,No_pedestrian,Other,Slight Injury,3
Monday,Young_Adult,Male,Middle,Employee,Advanced,Lorry,Unknown,Unknown,Unknown,No_junction,Not dry,Darkness,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,3
Sunday,Adult,Male,Middle,Employee,Beginner,Other,Unknown,No defect,Divided_Two-way,Crossing,Dry,Darkness,Vehicles,2,3,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,17
Sunday,Young_Adult,Male,Middle,Employee,Advanced,Unknown,Moderate_Exp,Unknown,Undivided_Two-way,Crossing,Dry,Darkness,Vehicles,2,3,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,17
